Nombre,Tipo,Fecha_Desde ,Fecha_Hasta,País,Lugar,Territorio,Entidad,Escenario,Descripcion_del_Evento,Pagina_Web,email
CAMPEONATO NACIONAL DE ALA DELTA,Campeonato Nacional,04/08/2013,10/08/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO LATINOAMERICANO DE PARACAIDISMO,Campeonato Latinoamericano,05/08/2013,11/08/2013,PARAGUAY,Paraguay ,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP SERBIA,Copa Mundo,10/08/2013,17/08/2013,SERBIA,Raska Kopaonik,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
28O. CAMPEONATO MUNDIAL FAI PARA CATEGORIA F3A,Campeonato Mundial,15/08/2013,25/08/2013,SUDAFRICA,Henley On Klip,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO SUIZO,Juegos Olímpicos de Verano,16/08/2013,19/08/2013,SUIZA,Wessen,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
5TA VALIDA CIRCUITO NACIONAL,Campeonato Nacional,16/08/2013,19/08/2013,COLOMBIA,El Cerrito , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL F4C,Campeonato Nacional,17/08/2013,19/08/2013,COLOMBIA,Melgar , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL F3F,Campeonato Nacional,17/08/2013,18/08/2013,COLOMBIA,Bucaramanga , Santander,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA COLOMBIA,Campeonato Nacional,18/08/2013,20/08/2013,COLOMBIA,Flandes , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
7TH WORLD PARAGLIDING ACCURACY CHAMPIONSHIP,Clasificatorio al Mundial,18/08/2013,25/08/2013,BOSNIA AND HERZEGOVINA ,Bjelasnica; Sarajevo,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO BRASILERO DE ALA DELTA,Open Internacional,25/08/2013,31/08/2013,BRASIL,Brasilia,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO FRANCES,Juegos Olímpicos de Verano,30/08/2013,02/09/2013,FRANCIA,Annecy,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO MUNDIAL EMPURIABRAVA ESPAÑA 2013,Campeonato Mundial,01/09/2013,30/09/2013,ESPAÑA,España, ,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP TURKEY,Copa Mundo,01/09/2013,07/09/2013,TURQUIA,Herzincan,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 BELGIAN PARAGLIDING OPEN,Open Internacional,03/09/2013,09/09/2013,SUIZA,Disentis,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
SANTA CRUZ FLATS RACE,Open Internacional,15/09/2013,22/09/2013,ESTADOS UNIDOS,Arizona,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA ICARO,Juegos Olímpicos de Verano,20/09/2013,23/09/2013,FRANCIA,St. Hilaire,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
USA NATIONALS FORMATION SKYDIVING 4 WAY,Campeonato Norteamericano,24/09/2013,29/09/2013,ESTADOS UNIDOS,Chicago,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA TOCAIMA,Campeonato Nacional,11/10/2013,14/10/2013,COLOMBIA,Tocaima , Cundinamarca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
TORNEO SEMILLEROS ACROBACIA AVIONES Y HELICOPTEROS,Torneo Abierto,11/10/2013,14/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CANOA OPEN 2013,Campeonato Latinoamericano,31/10/2013,02/11/2013,ECUADOR,Manabi,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
10° ENCUETRO DE PARAPENTE PACHAVITA 2013,Campeonato Nacional,09/11/2013,11/11/2013,COLOMBIA,Pachavita , Boyacá,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ACROLATINO,Campeonato Latinoamericano,23/11/2013,25/11/2013,ECUADOR,Ibarra,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
WORLD PARAGLIDING SERIES 2013,Clasificatorio al Mundial,30/11/2013,07/12/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ACROARICA,Campeonato Latinoamericano,05/12/2013,08/12/2013,CHILE,Arica,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CNC y CCN Selectiva Prueba Completa Juegos Bolivarianos,Torneo Abierto,10/05/2013,12/05/2013,COLOMBIA,Sopo , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto-Chequeo Camp. Centroemaricano Infantil; Prejuvenil; Juvenil; Jovenes,Torneo Abierto,16/05/2013,19/05/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso de Salto Chequeo Campeonato Centroamericano-Gira de Occidente,Torneo Abierto,17/05/2013,19/05/2013,COLOMBIA,Rionegro , Antioquia,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Adiestramiento Primer Chequeo Juegos Bolivarianos,Torneo Abierto,18/05/2013,19/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,23/05/2013,26/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto; Chequeo Camp. Centroamericano Infantil-Prejuvenil; Juvenil; Jovenes,Torneo Abierto,23/05/2013,26/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso de Salto Chequeo Campeonato Centroamericano-Gira de Occidente,Torneo Abierto,24/05/2013,26/05/2013,COLOMBIA,Rionegro , Antioquia,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto,Torneo Abierto,07/06/2013,10/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CEI 1 y 2 Enduro,Torneo Abierto,09/06/2013,09/06/2013,COLOMBIA,Boyacá,Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica de Prueba Completa,Evento de Preparacion Deportiva,11/06/2013,16/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional Combinado y Concurso Completo Nacional,Torneo Abierto,14/06/2013,16/06/2013,COLOMBIA,Sopo , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI World Jumping Challenge Final,Torneo Abierto,19/06/2013,23/06/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para jinetes y entrenadores de Paraecuestres (adiestramiento),Evento de Preparacion Deportiva,19/06/2013,29/06/2013,COLOMBIA,La Calera , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,20/06/2013,23/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI Children Jumping Classic y Concurso Interligas de Salto Copa Gob.de Cun I,Torneo Abierto,20/06/2013,23/06/2013,COLOMBIA,Funza , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Adiestramiento Segundo Chequeo Bolivarianos,Torneo Abierto,22/06/2013,23/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Salto Copa Gob. de Cund II,Torneo Abierto,28/06/2013,01/07/2013,COLOMBIA,Cota , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto Copa Gob. de Cund III,Torneo Abierto,04/07/2013,07/07/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Adiestramiento Chequeo Juegos Bolivarianos,Torneo Abierto,05/07/2013,07/07/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica de Prueba Completa,Evento de Preparacion Deportiva,09/07/2013,11/07/2013,COLOMBIA,Duitama , Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CCI1; CIC y2da Selectiva Juegos Bolivarianos,Torneo Abierto,12/07/2013,14/07/2013,COLOMBIA,Boyacá,Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Internacional de Vaulting CVI,Torneo Abierto,12/07/2013,14/07/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI World Jumping Challenge Cat. B y C e Interligas de Salto,Torneo Abierto,26/07/2013,28/07/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Volteadores y Entrenadores FEI Coaching System Vaulting,Evento de Preparacion Deportiva,03/08/2013,08/08/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nal de Salto Selectiva Juegos Bolivarianos,Torneo Abierto,08/08/2013,11/08/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica de Prueba Completa,Evento de Preparacion Deportiva,13/08/2013,15/08/2013,COLOMBIA,Funza , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nal. de Adiestramiento y Combinado y Concurso Completo Nal. Selectiva Juegos Bolivarianos,Torneo Abierto,16/08/2013,18/08/2013,COLOMBIA,Funza , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI World Jumping Challenge Cat. A e Interligas de Salto Selectiva Juegos Bolivarianos,Torneo Abierto,16/08/2013,19/08/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Carrera Nacional de Endurance,Torneo Abierto,18/08/2013,18/08/2013,COLOMBIA,Medellín, Antioquia,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Curso FEI para Jueces de Salto,Evento de Preparacion Deportiva,28/08/2013,30/08/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CSI-W Concurso Internacional De Salto Calificativa A La Final De La Copa Del Mundo,Torneo Abierto,28/08/2013,01/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,29/08/2013,01/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Curso FEI para Diseñadores de Pista,Evento de Preparacion Deportiva,29/08/2013,03/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Curso FEI para Stewards,Evento de Preparacion Deportiva,02/09/2013,04/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CSI-W Derby e Internacional Infantil de Salto,Torneo Abierto,04/09/2013,08/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Selectiva Juegos Bolivarianos y Curso FEI para Jueces de Adiestramiento,Torneo Abierto,05/09/2013,08/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Adiestramiento Chequeo Juegos Bolivarianos,Torneo Abierto,14/09/2013,15/09/2013,COLOMBIA,Cota , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Americano de Jovenes y Suramericano Juvenil ; prejuvenil e Infantil,Campeonato Suramericano,17/09/2013,22/09/2013,ARGENTINA,Rosario,,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Centroamericano y del Caribe Infantil; Juvenil y Prejuvenil,Campeonato Centroamericano y del Caribe,17/09/2013,22/09/2013,VENEZUELA,Caracas,,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica de Prueba Completa,Evento de Preparacion Deportiva,18/09/2013,20/09/2013,COLOMBIA,Duitama , Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Salto,Torneo Abierto,19/09/2013,22/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso FEI CIC y 1 y 2 y CCI 1 Selectiva Juegos Bolivarianos,Torneo Abierto,20/09/2013,22/09/2013,COLOMBIA,Boyacá,Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Curso FEI Coaching System Level 3,Evento de Preparacion Deportiva,22/09/2013,26/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Panamericano de Enduro,Campeonato Panamericano,25/09/2013,27/09/2013,URUGUAY,Trinidad,,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Vaulting,Torneo Abierto,28/09/2013,29/09/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Carrera Nacional de Endurance,Torneo Abierto,28/09/2013,28/09/2013,COLOMBIA,Duitama , Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Salto en Medellin y Cali,Evento de Preparacion Deportiva,02/10/2013,30/10/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto Selectiva Juegos Bolivarianos,Torneo Abierto,03/10/2013,06/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,17/10/2013,20/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Prueba Completa 2013,Campeonato Nacional,17/10/2013,20/10/2013,COLOMBIA,Duitama , Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Curso FEI para Jueces y Oficiales de Enduro,Evento de Preparacion Deportiva,23/10/2013,25/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Salto,Torneo Abierto,24/10/2013,27/10/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonatos Nacionales de Adiestramiento 2013,Campeonato Nacional,24/10/2013,27/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CEI1;2 Y 3 Campeonatos Nacionales de Enduro 2013,Campeonato Nacional,26/10/2013,27/10/2013,COLOMBIA,Mosquera , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Vaulting,Torneo Abierto,26/10/2013,27/10/2013,COLOMBIA,Cota , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI World Dresssage Challenge,Torneo Abierto,01/11/2013,03/11/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Colombiano Intermedia y Equipos,Campeonato Nacional,01/11/2013,04/11/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Preinfantil; Infantil y Jinetes 0.80 Mts,Campeonato Nacional,08/11/2013,11/11/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonatos Nacionales y Clinica para Jueces y Jinetes de Vaulting,Campeonato Nacional,12/11/2013,17/11/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Campeonato Juvenil Jinetes 1.20Mts y Jinetes 1.00Mts,Campeonato Nacional,14/11/2013,17/11/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Juegos Bolivarianos 2013,Juegos Bolivarianos,14/11/2013,24/11/2013,PERU,Lima,,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI Children Jumping Classic Mudial FEI,Torneo Abierto,10/12/2013,15/12/2013,BRASIL,Brasilia,,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CONCENTRACION PANAMERICANO MAYORES,Concentración Nacional,31/05/2013,06/06/2013,COLOMBIA,Bogotá D.C. y Cali,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO NACIONAL VENCEDORES/3ER ESCALAFÓN MAYORES,Campeonato Nacional,06/06/2013,10/06/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO PANAMERICANO MAYORES,Campeonato Panamericano,15/06/2013,22/06/2013,COLOMBIA,Cartagena,Bolívar,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
1ER FESTIVAL INFANTIL/2DO ESCALAFÓN NACIONAL CADETES Y JUVENILES,Campeonato Nacional,17/07/2013,21/07/2013,COLOMBIA,Manizales , Caldas,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO MUNDIAL MAYORES,Campeonato Mundial,06/08/2013,14/08/2013,HUNGRIA,Budapest,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO PANAMERICANO INFANTIL - VETERANOS,Campeonato Panamericano,16/08/2013,20/08/2013,COSTA RICA,San José,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO SENIOR MASTER,Campeonato Nacional,17/08/2013,19/08/2013,COLOMBIA,Ibague , Tolima,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
2DO FESTIVAL INFANTIL/2ER ESCALAFÓN CADETES Y JUVENIL,Campeonato Nacional,05/09/2013,08/09/2013,COLOMBIA,Madrid , Cundinamarca,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO CENTROAMERICANO Y DEL CARIBE MAYORES,Campeonato Centroamericano y del Caribe,06/09/2013,10/09/2013,GUATEMALA,Guatemala ,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
JUEGOS SURAMERICANOS JUVENILES,Juegos Suramericanos,18/09/2013,29/09/2013,PERU,Lima,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
4TO ESCALAFÓN NACIONAL DE MAYORES,Campeonato Nacional,10/10/2013,13/10/2013,COLOMBIA,Pereira , Risaralda,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CAMPEONATO CENTROAMERICANO Y DEL CARIBE CADETES Y JUVENIL,Campeonato Centroamericano y del Caribe,18/10/2013,21/10/2013,NICARAGUA,Nicaragua,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
TORNEO INVITACIONAL DE SABLE ROSALBA RINCÓN,Campeonato Nacional,02/11/2013,05/11/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
GRAN NACIONAL DE MAYORES,Campeonato Nacional,06/11/2013,11/11/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
JUEGOS BOLIVARIANOS,Juegos Bolivarianos,15/11/2013,30/11/2013,PERU,Lima,,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
GRAN NACIONAL INFANTIL; CADETES Y JUVENIL,Juegos Nacionales,03/12/2013,08/12/2013,COLOMBIA,Medellín, Antioquia,FEDERACIÓN COLOMBIANA DE ESGRIMA,,,,
CURSO DE POLITICA DE HABITOS Y ESTILOS DE VIDA SALUDABLE,,16/09/2013,19/09/2013,COLOMBIA,,,COLDEPORTES,,,,
ENCUENTROS REGIONALES DE HYEVS EN NORTE Y SUR DE COLOMBIA,,08/10/2013,11/10/2013,COLOMBIA,,,COLDEPORTES,,,,
ENCUENTROS REGIONALES DE HYEVS EN NORTE Y SUR DE COLOMBIA,,22/10/2013,22/10/2013,COLOMBIA,,,COLDEPORTES,,,,
REUNION ANUAL DE RED DE RIPAF ,,19/09/2013,19/09/2013,COLOMBIA,,,COLDEPORTES,,,,
REUNION ANUAL DE RECOVIAS Y SOCIALIZACION,,09/11/2013,09/11/2013,COLOMBIA,,,COLDEPORTES,,,,
5K POR LA SALUD,,29/09/2013,29/09/2013,COLOMBIA,,,COLDEPORTES,,,,
XIV ENCUENTRO NACIONAL NUEVO COMIENZO,,27/09/2013,31/09/2013,COLOMBIA,,,COLDEPORTES,,,,
ENCUENTRO REGIONAL  SOCIALIZACION LINEAMIENTOS DISCAPACIDAD (3),,18/09/2013,20/09/2013,COLOMBIA,,,COLDEPORTES,,,,
MUJER Y EQUIDAD CONPES,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS COMUNALES,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS LITORAL PACIFICO,,20/11/2013,25/11/2013,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS ORINOQUIA Y AMAZONIA,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS BRAZO MOMPOX,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS INDIGENAS,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS ISLA FUERTE,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS ACORD,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS FUNCION PÚBLICA,,,,COLOMBIA,,,COLDEPORTES,,,,
JUEGOS BINACIONALES,,,,COLOMBIA,,,COLDEPORTES,,,,
MESAS DE TRABAJO REGIONALES PARA CONSTRUIR LA GUIA DE DESARROLLO POLIMOTOR,,,,COLOMBIA,,,COLDEPORTES,,,,
EVENTO NACIONAL PARA SOCIALIZAR LA GUIA DE DESARROLLO POLIMOTOR.,,,,COLOMBIA,,,COLDEPORTES,,,,
EVENTOS REGIONALES PARA SOCIALIZAR LAS EXPERIENCIAS SIGNIFICATIVAS E INNOVADORAS EN EDUCACION FISICA ESCOLAR.,,,,COLOMBIA,,,COLDEPORTES,,,,
EVENTO NACIONAL PARA SOCIALIZAR LAS EXPERIENCIAS SIGNIFICATIVAS E INNOVADORAS EN EDUCACIÓN FISICA ESCOLAR.,,,,COLOMBIA,,,COLDEPORTES,,,,
MESAS REGIONALES PARA SOCIALIZAR LA BATERIA DE PRUEBAS DE CONDICION FISICA,,,,COLOMBIA,,,COLDEPORTES,,,,
CONGRESO NACIONAL DE ESCUELAS DEPORTIVAS,,,,COLOMBIA,,,COLDEPORTES,,,,
CONGRESO INTERNACIONAL DE ESCUELAS DEPORTIVAS,,,,COLOMBIA,,,COLDEPORTES,,,,
MESAS REGIONALES PARA REALIZAR EL DIAGNOSTICO DE LAS ESCUELAS DEPORTIVAS,,,,COLOMBIA,,,COLDEPORTES,,,,
FINALES DEPARTAMENTALES SUPÉRATE - INTERCOLEGIADOS,,,,COLOMBIA,,,COLDEPORTES,,,,
 7 REGIONALES SUPÉRATE-INTERCOLEGIADOS Categoría A,,07/10/2013,11/10/2013,COLOMBIA,,,COLDEPORTES,,,,
 7 REGIONALES SUPÉRATE-INTERCOLEGIADOS Categoría B,,07/10/2013,11/10/2013,COLOMBIA,,,COLDEPORTES,,,,
FINAL NACIONAL SUPÉRATE-INTERCOLEGIADOS 2013 Categoría A,,19/10/2013,31/10/2013,COLOMBIA,,,COLDEPORTES,,,,
FINAL NACIONAL SUPÉRATE-INTERCOLEGIADOS 2013 Categoría B,,19/10/2013,31/10/2013,COLOMBIA,,,COLDEPORTES,,,,
IV   JUEGOS ESCOLARES  CENTROAMERICANOS Y DEL CARIBE 2013,,31/10/2013,09/11/2013,COLOMBIA,,,COLDEPORTES,,,,
XIX JUEGOS ESCOLARES SUDAMERICANOS 2013 ,,,,COLOMBIA,,,COLDEPORTES,,,,
6 REGIONALES DE LOS  XX JUEGOS DEPORTIVOS UNIVERSITARIOS NACIONALES 2013,,,,COLOMBIA,,,COLDEPORTES,,,,
FINAL NACIONAL DE LOS XX JUEGOS DEPORTIVOS UNIVERSITARIOS NACIONALES 2013 ,,,,COLOMBIA,,,COLDEPORTES,,,,
7 ZONALES NACIONALES JUEGOS DEL MAGISTERIO  2013 ,,,,COLOMBIA,,,COLDEPORTES,,,,
